"","N0","Nmax","tlag","rmax","AIC","AICc","BIC","rsq","id","model"
"75",-8.78498925442567,-2.6759850747685,-0.806729866333924,0.0303036160391275,-22.5637987442073,-20.3415765219851,-16.8863276645615,-1.58791993252774,41,"gompertz_model"
"76",-1.09951853210891,-1.66714810668125,-0.0498051795996777,0.000823352419787277,-21.3411628738046,-19.1189406515823,-15.6636917941588,-1.72921089921982,41,"baranyi_model"
"77",-4.95483797626254,-0.178922606552936,0.336619952637587,0.0467045537684044,22.4476557536278,23.9861172920893,29.6175917760535,-0.118091144186296,42,"gompertz_model"
"78",-3.61880442736014,-0.208660044694948,0.732262351702715,0.0950549797834702,89.3357258147057,90.8741873531672,96.5056618371314,-8.67265251257788,42,"baranyi_model"
"79",-0.136224326566833,-2.8242695160088,8.92927370208355,0.0192442751798768,-1.85846028165875,0.494480894811843,3.59675198513284,-4.78387539522859,43,"gompertz_model"
"80",-6.27893365353104,-1.19568860770783,15.8212905044192,0.000622093592103682,78.2806980015924,80.633639178063,83.735910268384,-219.911673561979,43,"baranyi_model"
"81",-1.45796507705645,-0.788249175832444,0.33202400521371,0.00387664028879921,42.3793540672035,44.4846172250983,48.2696232189433,-6.05971499637526,44,"gompertz_model"
"82",-1.87329744225348,-0.347555040436278,0.90312264670395,0.00260446630789121,25.8203791876224,27.9256423455171,31.7106483393621,-2.54113534713461,44,"baranyi_model"
"83",-2.78592732286458,-1.48549946628253,65.6241453460629,0.0765071680287003,5.77523713482415,11.4895228491099,8.19977038376415,-1.8967402904593,45,"gompertz_model"
"84",-4.3611621032297,-0.905537427350787,4.45574702407844,0.0698200684179408,41.5750926809839,47.2893783952697,43.999625929924,-56.2202217226011,45,"baranyi_model"
"85",-1.30762016165898,-0.014516645867444,152.720107450161,0.0303359751134848,-21.3516021271766,-18.0182687938433,-17.1855354068955,0.923742612038415,46,"gompertz_model"
"86",-4.63016864679693,-0.0590747868432844,80.7334672269493,0.00621237054629145,57.2538890389858,60.5872223723191,61.4199557592669,-6.7695437610979,46,"baranyi_model"
"87",-8.41968989251451,-0.274206915449957,121.72381391989,0.0662677890137933,25.2294699400429,29.2294699400429,28.769720945554,-1.58705410365534,47,"gompertz_model"
"88",-3.97066944235001,-0.113973608751981,26.8665471701795,0.0349319276048447,54.178353145629,58.178353145629,57.71860415114,-16.822208777047,47,"baranyi_model"
"89",-5.86406383752268,-0.260486701855889,55.7907419752907,0.0656970814057598,19.6257624621879,23.6257624621879,23.1660134676989,-0.920119701118063,48,"gompertz_model"
"90",-6.23752702760239,-0.308950548074564,3.48011097558168,0.00130008018227405,59.121954658872,63.121954658872,62.6622056643831,-25.7214605428029,48,"baranyi_model"
"91",-0.142546491714688,-1.47134473352302,2.05933171937962,0.0139936552017398,-4.25830579593397,0.186138648510473,-1.06301914785768,-0.955204805755767,49,"gompertz_model"
"92",-5.330593867221,-2.32213648950205,0.374389908952942,0.15975200388278,52.489374151393,56.9338185958375,55.6846607994693,-111.60663714875,49,"baranyi_model"
"93",-4.51539862041847,-0.371966524174301,1.68808664986953,0.246377335237922,-6.57498710734087,-2.57498710734087,-3.03473610182982,0.739160108613233,50,"gompertz_model"
"94",-2.22188412694626,-0.294351699173445,1.44606311146087,0.138236901131105,-1.84007257751327,2.15992742248673,1.70017842799778,0.642345389780322,50,"baranyi_model"
"95",-0.974210042980443,-1.89042498795114,3.74550501553281,0.152372584253419,2.74506547754882,7.74506547754882,5.56981226485651,-4.28949569743527,51,"gompertz_model"
"96",-4.09287991205019,-1.53178881844485,1.67481094264444,0.251319354949833,3.65083737149321,8.65083737149321,6.4755841588009,-4.67118262087347,51,"baranyi_model"
"97",-9.22724104829715,-2.26246984388693,2.51364790287079,0.181192278312087,-3.93868042499737,1.06131957500263,-1.11393363768969,-0.346781663613851,52,"gompertz_model"
"98",-2.92416157685734,-1.61329817623576,7.24718709296265,0.0783412352970722,-16.2447780927574,-11.2447780927574,-13.4200313054498,0.47738232442455,52,"baranyi_model"
"99",-7.18945504534858,-1.95025786723499,-0.504959668942265,0.00160635948071629,31.0273896978298,35.4718341422743,34.2226763459061,-68.4848251599699,53,"gompertz_model"
"100",-2.19556681858268,-1.81205692560858,-0.104075693920346,0.0013551606196241,22.5839169204699,27.0283613649143,25.7792035685462,-37.0158503535567,53,"baranyi_model"
"101",-7.36465524528454,-0.593053745526792,-0.0943248616843874,0.00448720015103634,49.1769277681225,53.1769277681225,52.7171787736335,-79.0270020576048,54,"gompertz_model"
"102",-2.95885839688525,-1.76345303957972,-0.140209570159707,0.00144090966748415,34.1013212364245,38.1013212364245,37.6415722419356,-28.2922702726607,54,"baranyi_model"
"103",-7.21569025905967,-0.42307834641423,2.93717260582982,0.000790154245946884,39.4681202964053,43.4681202964053,43.0083713019164,-66.5133238122196,55,"gompertz_model"
"104",-1.26303834072268,-2.3817952754299,0.526048663086145,0.000142155773981138,17.8142306354911,21.8142306354911,21.3544816410022,-14.9384164522134,55,"baranyi_model"
"105",-0.295115899096522,-0.572282437286556,0.607658000116734,0.0358836543043523,-34.0699268759626,-30.433563239599,-30.2069832647637,0.915282544339941,56,"gompertz_model"
"106",-3.94838408283653,-0.617623834913537,0.477716335912987,0.290129639551499,-18.7825903208308,-15.1462266844672,-14.9196467096319,0.779746269290104,56,"baranyi_model"
"107",-6.25202880613724,-0.108101528206026,-0.00159245029948102,0.0521386700441979,-6.24012785956613,-2.9067945262328,-2.07406113928505,0.809697659010369,57,"gompertz_model"
"108",-0.750159381895608,-0.0923128728569396,-0.0166587435657083,0.35159333408262,-44.2495969093103,-40.916263575977,-40.0835301890292,0.979656469389501,57,"baranyi_model"
"109",-3.47514596036155,-0.0489546062010911,0.708072211734574,0.278865631879339,0.621743039583292,4.25810667594693,4.4846866507822,0.600245456494156,58,"gompertz_model"
"110",-1.83663142886025,-0.0770610795292472,0.977081436355461,0.415379852224927,0.386886902466504,4.02325053883014,4.24983051366541,0.606070401647307,58,"baranyi_model"
"111",NA,NA,NA,NA,NA,NA,NA,NA,59,"gompertz_model"
"112",NA,NA,NA,NA,NA,NA,NA,NA,59,"baranyi_model"
"113",-0.744499183490591,-0.139575867644606,0.32646586890279,0.787033596853473,1.78891316640831,5.12224649974165,5.95497988668939,0.372096117926016,60,"gompertz_model"
"114",-3.18453121528182,-0.454689110123125,0.231967379266315,0.522468944102142,0.79600609931296,4.12933943264629,4.96207281959404,0.407719226110474,60,"baranyi_model"
"115",-4.93543319746912,-0.22082510966996,-0.534122970759788,0.227706260667588,-28.0785402128192,-24.4421765764556,-24.2155966016203,0.941339052592134,61,"gompertz_model"
"116",-0.718384169335972,-0.205198607358569,-0.145706428061386,0.675968789864954,-30.8118375411769,-27.1754739048133,-26.948893929978,0.95055093592334,61,"baranyi_model"
"117",-1.44615954051849,-3.18454261694845,-0.185333950220939,0.00356386328585563,1.45929469314233,5.45929469314233,4.99954569865338,-18.3960244155254,62,"gompertz_model"
"118",-2.75624709948627,-3.18003999818826,-0.389346824024421,0.00131904117308942,12.2918469108164,16.2918469108164,15.8320979163275,-38.9344063111223,62,"baranyi_model"
"119",-7.31693550146796,-2.26996865795847,0.277273043131918,0.102966045696152,-12.2075699690296,-7.20756996902958,-9.3828231817219,-0.255263009913166,63,"gompertz_model"
"120",-4.90098413377623,-0.825218147058517,0.99677845947608,0.113072591068864,46.6563047701906,51.6563047701906,49.4810515574982,-115.202630846191,63,"baranyi_model"
"121",-6.15332007550087,-0.0726980945217046,-0.0119263313217402,0.615444660334061,-36.0614214636013,-32.7280881302679,-31.8953547433202,0.960947638648627,64,"gompertz_model"
"122",-1.94877782847411,-0.199811204759392,-0.0159850996847791,0.626355158738579,-35.8191169536699,-32.4857836203366,-31.6530502333889,0.960387031545647,64,"baranyi_model"
"123",-10.1616891730293,-2.11498087224191,0.384897507032871,0.0733415630577763,16.7750585673218,20.7750585673218,20.3153095728329,-6.42214126756207,65,"gompertz_model"
"124",-1.03059146432986,-0.457433179060166,0.336925672974255,0.0143664478779749,20.8236317261718,24.8236317261718,24.3638827316829,-8.72181639899594,65,"baranyi_model"
"125",-7.6134874933891,-0.975478222944937,-0.17339592475532,0.0973122936237655,8.22077097594829,11.5541043092816,12.3868376962294,-0.46938557749849,66,"gompertz_model"
"126",-1.81265826489195,-0.947412409865253,-0.316899746410483,0.126765296293339,66.0898535646608,69.4231868979941,70.2559202849419,-43.2080995756281,66,"baranyi_model"
"127",-3.57575786681653,-1.71579483107025,1.0710338172229,0.22357330250953,11.3306983260086,15.3306983260086,14.8709493315197,-3.56005567762685,67,"gompertz_model"
"128",-4.53079332479906,-0.0490593796133418,1.75591838389052,0.226978171364726,13.7069491510438,17.7069491510438,17.2472001565548,-4.34280905608485,67,"baranyi_model"
"129",-7.18113642274712,-0.0854215264800601,2.17686712352888,0.954693190333596,-33.9922341966181,-30.6589008632847,-29.826167476337,0.964065798548576,68,"gompertz_model"
"130",-3.31645543019251,-0.0278855594458028,0.713841179312736,0.839856211331091,-32.4247443357807,-29.0914110024474,-28.2586776154996,0.960594917140202,68,"baranyi_model"
"131",-5.25085697811606,-0.506824934178068,5.81970181739798,0.0120406588583007,54.8639632607675,58.5003268971311,58.7269068719664,-14.1397773969005,69,"gompertz_model"
"132",-2.64903329976303,-0.183622923205918,8.29895562634749,0.553340013493454,3.36783348009089,7.00419711645452,7.23077709128979,0.39418617910958,69,"baranyi_model"
"133",-5.05268241855574,-0.261672485833115,4.95633762649388,0.701804013922163,19.2584815823824,23.2584815823824,22.7987325878934,-0.870410810512849,70,"gompertz_model"
"134",-0.17824196351263,-0.0358404414798705,2.58439478964782,0.900204311333583,16.7599024595801,20.7599024595801,20.3001534650912,-0.583418551587597,70,"baranyi_model"
"135",-22.6666996997493,-1.133245126093,2.70734877800387,1.26404462985844,21.5193907432119,25.5193907432119,25.059641748723,-10.8436503220545,71,"gompertz_model"
"136",-10.0008127169284,-2.32338613924398,2.4991129199956,1.24865297504036,103.433287073643,107.433287073643,106.973538079154,-2785.99242136084,71,"baranyi_model"
"137",-0.657571360083045,-0.00874947692303324,2.86849378456473,0.311132137357244,-22.0179787649583,-18.684645431625,-17.8519120446772,0.896916262956821,72,"gompertz_model"
"138",-6.43474122059668,-0.272566726747279,2.02670688021249,0.476975733164522,61.5918915055707,64.925224838904,65.7579582258517,-13.0977332624392,72,"baranyi_model"
"139",-8.74901595829496,-2.36220785676738,1.16870651319276,0.402945023287469,-19.9024383537675,-16.5691050204341,-15.7363716334864,-1.26771332726315,73,"gompertz_model"
"140",-8.60909681692681,-2.60811986550138,1.76193518877966,0.464523454118421,55.4535906133964,58.7869239467297,59.6196573336774,-189.848432378862,73,"baranyi_model"
"141",-7.28874766075345,-1.52947138363708,3.14995492507972,0.167039513389529,-7.89914842588754,-3.89914842588754,-4.35889742037649,-1.83874677363085,74,"gompertz_model"
"142",-2.74551056916859,-1.071406682803,4.9746465722795,0.335024482829083,-8.73517288900101,-4.73517288900101,-5.19492188348996,-1.68485766043897,74,"baranyi_model"
"143",-4.06502989751395,-1.17145718640189,3.03981540551638,0.424358716671628,-8.48023922601235,-4.84387558964872,-4.61729561481345,0.0731596324462875,75,"gompertz_model"
"144",-6.1846669819832,-0.539442899842945,10.064738259285,0.42083277730321,-8.98878293197792,-5.35241929561429,-5.12583932077902,0.102155073430537,75,"baranyi_model"
"145",-5.22777098670506,-0.588829776367493,3.19061018333703,0.00349971839342446,50.4453624445615,54.0817260809252,54.3083060557604,-47.9407780202326,76,"gompertz_model"
"146",-6.68471509098903,-0.900432853700618,5.97671714348636,0.00148210772269479,53.1172797382814,56.753643374645,56.9802233494803,-56.8356742113048,76,"baranyi_model"
"147",-5.28881644189065,-1.9597407683059,0.00375838519186072,0.203076644224145,-22.4312270310603,-18.4312270310603,-18.8909760255492,-0.269109040266986,77,"gompertz_model"
"148",-4.64852979716404,-0.669993667754962,0.00368838763148807,0.271757949867761,-21.4449144397681,-17.4449144397681,-17.9046634342571,-0.355362957708904,77,"baranyi_model"
"149",-3.78726355504084,-2.52031735116325,0.545753512206676,0.256673699749144,-13.8536063778942,-10.2172427415305,-9.99066276669525,-2.92975471428457,78,"gompertz_model"
"150",-3.89981586599721,-2.095695203917,0.0339128427928057,0.0270228298431151,-11.746157816847,-8.10979418048333,-7.88321420564806,-3.48300035934589,78,"baranyi_model"
"151",-6.2888113004774,-0.0875596787982151,0.00560908544628847,2.16089525258599,-27.0367852385612,-23.9598621616381,-22.5849264490804,0.93202914343451,79,"gompertz_model"
"152",-4.91862032561534,-0.0307360968107093,0.00443726862623444,1.82110547161102,64.8037012716852,67.8806243486083,69.255560061166,-10.1738139984777,79,"baranyi_model"
"153",-4.89066900257695,-0.164622416850458,1.32259129261842,0.004251586621049,68.2373873861539,71.3143104630769,72.6892461756347,-13.7881014655719,80,"gompertz_model"
"154",-6.67468227318652,-0.0205850489028788,0.272342886395811,0.00845544235324117,70.0785350791317,73.1554581560547,74.5303938686125,-15.3807830959744,80,"baranyi_model"
"155",-6.95839332571788,-0.306467022675362,2.09966772472081,0.000395771633893744,48.7397794648209,52.3761431011845,52.6027230760198,-43.8540514567848,81,"gompertz_model"
"156",-6.54478158489801,-2.00589063688945,9.45003199407978,1.84214279896029e-06,50.8391390418704,54.475502678234,54.7020826530693,-50.1429110540952,81,"baranyi_model"
"157",-7.57821289229355,-0.737736803341847,3.28588845389778,0.837345887597506,14.020948521047,17.3542818543804,18.1870152413281,-0.381592032272013,82,"gompertz_model"
"158",-6.33551850631507,-0.0886153747566663,4.11286071335123,0.144296557121948,68.8622607367176,72.1955940700509,73.0283274569987,-33.7853396259392,82,"baranyi_model"
"159",-6.17641654006438,-0.392660332776892,0.531990945380108,0.00284707241855086,59.1583420689713,62.2352651458944,63.6102008584521,-8.90463893676827,83,"gompertz_model"
"160",-1.67441117054727,-0.158074189849562,0.634965409084184,0.00507214837640233,53.619102596259,56.696025673182,58.0709613857398,-6.28099625165945,83,"baranyi_model"
"161",-8.26702247687421,-3.37028074998958,2.79640137269994,0.485846214908747,-8.95429853258128,-4.95429853258128,-5.41404752707023,-10.2037840417481,84,"gompertz_model"
"162",-2.70177900493824,-0.621590717925598,1.64333548445161,0.35831582020706,-8.85556689026916,-4.85556689026916,-5.31531588475811,-10.277771805645,84,"baranyi_model"
"163",-0.491026502881633,-1.21277450412505,2.34668155957365,0.250946752542134,-2.52693835018662,1.47306164981338,1.01331265532444,-8.9550584343027,85,"gompertz_model"
"164",-6.16866430953779,-3.54442555325883,0.456568015601766,0.412006749086712,48.7941393472796,52.7941393472796,52.3343903527906,-303.748238188416,85,"baranyi_model"
"165",-1.54781278821596,-0.0865727151548396,0,2.14694788096802,-16.8251122454708,-13.7481891685477,-12.3732534559899,0.87402198689659,86,"gompertz_model"
"166",-3.26660399514681,-0.00690494827774632,0,2.22169822793974,-21.6406223753545,-18.5636992984314,-17.1887635858736,0.903592976967571,86,"baranyi_model"
"167",-7.62533634238644,-1.88016724937181,3.3605776609716,0.472369415583883,6.75226323396034,10.0855965672937,10.9183299542414,-2.21083080106347,87,"gompertz_model"
"168",-4.84322742906451,-1.54275618618486,5.13312098876901,0.389061633433278,60.6801302325103,64.0134635658436,64.8461969527913,-75.612265709869,87,"baranyi_model"
"169",-6.4864420131705,-0.873871790679591,0.549953327664788,0.0576104658853035,-29.2456859793674,-25.9123526460341,-25.0796192590863,0.880945109125443,88,"gompertz_model"
"170",-2.74117409424162,-0.503260420055897,0.206957534569014,0.223142374041296,-12.6612473316955,-9.32791399836215,-8.4951806114144,0.684190283517911,88,"baranyi_model"
"171",6.51703034526235,0.364881798015093,10.4867270765817,0.00413134946739212,24.6717690826715,31.3384357493381,26.6612454466633,0.999999996295416,89,"gompertz_model"
"172",9.30519041271408,14.7496645407638,108.230039257823,0.00730164423183598,25.9095631254282,32.5762297920948,27.89903948942,0.999999995854192,89,"baranyi_model"
"173",4.18950949901419,6.59917541642049,19.7754109021355,0.00228357665656918,27.6373710811164,34.3040377477831,29.6268474451083,0.999999995346732,90,"gompertz_model"
"174",3.88087653460623,7.78910243644897,6.02043797608522,0.000205608335511265,49.3101832710546,55.9768499377213,51.2996596350465,0.999999966624391,90,"baranyi_model"
"175",9.31697554256893,16.7596783577759,150.567326754391,0.000915867215598433,16.0071030960481,22.6737697627147,17.9965794600399,0.99999999846129,91,"gompertz_model"
"176",1.9370426353998,5.59153044505798,54.9500533176497,0.000291007255021845,38.199686291279,44.8663529579457,40.1891626552709,0.999999988429582,91,"baranyi_model"
"177",3.73684177615534,6.50497625104111,13.2022219459663,0.0054625353789293,35.2879974423618,41.9546641090284,37.2774738063536,0.99999999314879,92,"gompertz_model"
"178",9.41603273442797,13.1015799889327,23.8052104699345,0.000945687718326651,34.3357716236343,41.0024382903009,36.3252479876261,0.999999993716926,92,"baranyi_model"
"179",11.2988481431419,4.97014255448756,3.79032205854908,0.00313013190367898,17.9043735370951,24.5710402037618,19.893849901087,0.999999997909413,94,"gompertz_model"
"180",7.965093793441,6.10894530841062,10.9216257917132,0.0046936824725447,20.1392720399654,26.805938706632,22.1287484039572,0.999999997438437,94,"baranyi_model"
"181",9.41709423014769,3.65075791322255,216.606100616037,0.00648103556943037,25.7693826719204,33.7693826719204,27.2823081368906,0.999999995770582,95,"gompertz_model"
"182",13.6091698881737,9.84153457976952,255.872135405524,0.00926482290080051,-4.89492154838679,3.10507845161321,-3.38199608341656,0.999999999802963,95,"baranyi_model"
