"","N0","Nmax","tlag","rmax","AIC","AICc","BIC","rsq","id","model"
"1",NA,NA,NA,NA,NA,NA,NA,NA,1,"gompertz_model"
"2",NA,NA,NA,NA,NA,NA,NA,NA,1,"baranyi_model"
"3",NA,NA,NA,NA,NA,NA,NA,NA,2,"gompertz_model"
"4",NA,NA,NA,NA,NA,NA,NA,NA,2,"baranyi_model"
"5",NA,NA,NA,NA,NA,NA,NA,NA,3,"gompertz_model"
"6",NA,NA,NA,NA,NA,NA,NA,NA,3,"baranyi_model"
"7",-3.47645738991794,-1.10244565417574,62.5339604970292,0.00649285133099763,4.45376786670281,5.99222940516435,11.6237038891285,-0.571167111483393,4,"gompertz_model"
"8",-0.684968050034056,-0.374530510107149,26.2011530208794,0.0187916133019077,4.35541856434207,5.8938801028036,11.5253545867678,-0.566190391115139,4,"baranyi_model"
"9",-6.07098075991964,-1.05493762138768,32.6884680244368,0.00498832363749791,-64.7130792136126,-63.0464125469459,-57.8766000636802,0.735346144520976,6,"gompertz_model"
"10",-2.90023419596221,-0.519222593091179,77.6551606972334,0.00229759399575092,66.118577184444,67.7852438511107,72.9550563343764,-23.0973991347618,6,"baranyi_model"
"11",NA,NA,NA,NA,NA,NA,NA,NA,7,"gompertz_model"
"12",NA,NA,NA,NA,NA,NA,NA,NA,7,"baranyi_model"
"13",NA,NA,NA,NA,NA,NA,NA,NA,8,"gompertz_model"
"14",NA,NA,NA,NA,NA,NA,NA,NA,8,"baranyi_model"
"15",NA,NA,NA,NA,NA,NA,NA,NA,9,"gompertz_model"
"16",NA,NA,NA,NA,NA,NA,NA,NA,9,"baranyi_model"
"17",NA,NA,NA,NA,NA,NA,NA,NA,10,"gompertz_model"
"18",NA,NA,NA,NA,NA,NA,NA,NA,10,"baranyi_model"
"19",-2.34790747250081,-2.2856916262167,30.9210287079931,0.0255524542155961,-86.9464404189224,-85.2797737522557,-80.10996126899,0.597949130379294,11,"gompertz_model"
"20",-2.71095426481313,-1.69228614421683,251.058796258027,0.0250904460412125,-66.3426997497584,-64.6760330830917,-59.506220599826,0.18184448216381,11,"baranyi_model"
"21",-1.00427152171767,-2.48244740298683,-0.00917640765918056,0.0130311773390703,-69.9679431865655,-68.3012765198989,-63.1314640366332,0.548234732854301,12,"gompertz_model"
"22",-3.78046598659071,-0.48809580679714,-0.0495467215020664,0.00163120521609797,78.4747739061998,80.1414405728665,85.3112530561322,-74.499182470537,12,"baranyi_model"
"23",-4.3141740838508,-1.40831507263398,61.6290786988289,0.000668303376515857,-101.238141417963,-99.5714747512967,-94.401662268031,0.897921117058686,13,"gompertz_model"
"24",-1.0256295403864,-0.829545162978986,82.2218143569394,0.0165107852400256,-98.6326108548002,-96.9659441881336,-91.7961317048679,0.888325123868302,13,"baranyi_model"
"25",-10.0881901276231,-4.5246608745451,241.003103277308,9.82059176575889e-05,37.1757683958666,38.8424350625333,44.012247545799,-14328.6216971196,14,"gompertz_model"
"26",-6.98245592108792,-2.56520590558776,237.539284890139,0.00063308169266552,35.2240576195544,36.8907242862211,42.0605367694868,-13395.9687747936,14,"baranyi_model"
"27",-6.03176182329299,-0.0441653151428518,230.742425284317,0.00295909472125329,-3.11249821549747,-1.37336778071486,3.54852433537855,-410.484074237607,15,"gompertz_model"
"28",-4.59689909293577,-5.96190013348974,37.0256322856016,0.00372307164677865,-8.28065055676088,-6.54152012197827,-1.61962800588486,-341.130912294497,15,"baranyi_model"
"29",-2.63089710634768,-0.695168250358278,94.6019676215107,0.0114417640668401,-53.3793570618424,-51.7126903951757,-46.54287791191,0.711905056665369,16,"gompertz_model"
"30",-0.46809762480925,-1.20334268194698,5.61762285802753,0.0151699588452871,-46.8238561545367,-45.15718948787,-39.9873770046043,0.638832497852386,16,"baranyi_model"
"31",-0.592287014345622,-5.63637854255747,419.369552595711,0.00352694019045959,-7.58606291140152,-5.91939624473486,-0.749583761469154,-317.612041755025,18,"gompertz_model"
"32",-5.06978136286288,-4.23131049112261,677.671112126355,0.000973000872779875,19.6121497743626,21.2788164410292,26.4486289242949,-812.904954409419,18,"baranyi_model"
"33",-9.96886494720269,-2.28375006682793,16.9096464291112,0.0138906189460802,-19.2541658133623,-17.5874991466956,-12.4176866634299,-5.6271978177029,19,"gompertz_model"
"34",-2.68022279017467,-3.30099668535952,42.8815175590436,0.0142860339438238,-26.9989264665982,-25.3322597999316,-20.1624473166659,-4.07395884783211,19,"baranyi_model"
"35",-10.3213984329998,-3.27603401050289,91.553667505443,0.000777673407903444,39.1472102085844,40.8138768752511,45.9836893585168,-16796.2585779226,20,"gompertz_model"
"36",-1.17653838921005,-4.30480612895705,262.125887859812,0.000617208391285821,37.3035416500416,38.9702083167083,44.140020799974,-15761.6137116612,20,"baranyi_model"
"37",-6.76064841564926,-1.23964951344893,67.1597325438921,0.0123975969279136,-68.242537629227,-66.5758709625603,-61.4060584792946,0.62422027651028,22,"gompertz_model"
"38",-0.0607923421191856,-1.75023212169275,38.3730222157076,0.000390813027247577,-10.3522146203026,-8.68554795363595,-3.51573547037024,-1.76617606842041,22,"baranyi_model"
"39",-5.14665944751036,-1.37418737799807,44.1959878756701,0.00386444808982285,-8.97792242320843,-6.62498124673784,-3.52271015641685,-1.45555354543439,23,"gompertz_model"
"40",-2.51584641570884,-1.32532902040868,0.137575142791034,0.0122842707946974,-62.0393386991623,-59.6863975226917,-56.5841264323707,0.779868535548436,23,"baranyi_model"
"41",-6.78925933121069,-0.203781872433054,5.24519795366922,0.397700519022643,-54.5958648575389,-52.9958648575389,-47.5898779492282,0.937870155959012,24,"gompertz_model"
"42",-1.5515497556209,-0.26396386548355,6.38975086890798,0.558706389110028,-54.7066029509277,-53.1066029509277,-47.700616042617,0.938099071220816,24,"baranyi_model"
"43",NA,NA,NA,NA,NA,NA,NA,NA,25,"gompertz_model"
"44",NA,NA,NA,NA,NA,NA,NA,NA,25,"baranyi_model"
"45",-2.65541168566734,-0.455679325109405,433.806624437315,0.00559325451733946,65.9091576420466,67.8139195468084,72.199640332154,-11.0071076887235,26,"gompertz_model"
"46",-1.44987836717227,-0.134233844121471,471.570083746734,0.0052787538431255,41.4269042185453,43.3316661233072,47.7173869086527,-3.68269430356154,26,"baranyi_model"
"47",-6.126997710754,-2.7145776405687,52.1449712107246,0.0478568994591898,11.3945683829891,13.7475095594597,16.8497806497807,-23.8449982734855,27,"gompertz_model"
"48",-5.14627670097322,-0.733679446723503,435.039485473074,0.0503171779490222,62.4047144985203,64.7576556749909,67.8599267653119,-251.471775132591,27,"baranyi_model"
"49",-7.39249237500612,-0.0423918594759347,602.508200467596,0.0108165430136013,35.3255190200872,37.430782177982,41.215788171827,-2.28248993531531,28,"gompertz_model"
"50",-6.83668364469826,-0.388288253836445,79.7388447280844,0.0198340463336999,28.9977573556122,31.1030205135069,34.8880265073519,-1.52173088534135,28,"baranyi_model"
"51",-8.75778696767794,-2.0358519598369,2.22721482878737,0.0673321735787766,5.68380112178386,7.90602334400608,11.3612722014296,-5.73496377367295,29,"gompertz_model"
"52",-4.2303945762041,-0.124077722989958,2.72470350800972,0.0205980474640142,75.8220263602928,78.044248582515,81.4994974399385,-141.138293972207,29,"baranyi_model"
"53",-7.50752933745179,-0.562797212594311,105.252928773746,0.0674567342275084,-28.7187301441729,-26.4965079219507,-23.0412590645272,-0.506111253001591,30,"gompertz_model"
"54",-7.1273724327404,-0.574642935950713,218.15754569568,0.0699373887682888,52.8654310156008,55.087653237823,58.5429020952465,-51.2828520980481,30,"baranyi_model"
"55",NA,NA,NA,NA,NA,NA,NA,NA,31,"gompertz_model"
"56",NA,NA,NA,NA,NA,NA,NA,NA,31,"baranyi_model"
"57",-5.83970378167457,-2.31618054791924,234.363704647946,0.547230325936992,24.2500234506757,26.2500234506757,30.3444025750167,-26.7796648567814,32,"gompertz_model"
"58",-6.61498852566443,-0.589330559040314,270.924917229948,0.205548319391571,44.2516966397069,46.2516966397069,50.3460757640479,-60.8289190388648,32,"baranyi_model"
"59",-5.93194556446652,-2.13107807233182,14.2429059487913,0.0246414409015599,11.0551220498536,13.4080632263241,16.5103343166451,-13.4407491776327,33,"gompertz_model"
"60",-5.96230506085999,-1.90235468952167,18.1384425593554,0.0199988570683119,62.6363746629909,64.9893158394615,68.0915869297825,-149.604381072968,33,"baranyi_model"
"61",-11.6034707831659,-1.96905600930982,9.23627209436751,0.0359215092905871,31.1041006704519,33.3263228926741,36.7815717500976,-16.7091908603488,34,"gompertz_model"
"62",-4.88779497436337,-1.35307578837155,6.26827669348134,0.0236981565254717,74.5282551665703,76.7504773887926,80.2057262462161,-115.990236158831,34,"baranyi_model"
"63",-4.22184824005335,-0.0896229861941457,-0.110752419710336,0.193106588064216,36.2315736143198,37.6108839591474,43.8633762374006,-0.264888961892133,35,"gompertz_model"
"64",-0.706534971543537,-0.260916273711606,-0.0322284231267639,0.401717281702834,36.427698034314,37.8070083791416,44.0595006573948,-0.272206387983948,35,"baranyi_model"
"65",-5.44258863459348,-0.501833416988707,9.91925574153201,0.00119530840519153,38.9208024713976,40.9208024713976,45.0151815957386,-3.0495660572943,36,"gompertz_model"
"66",-2.73958170608077,-0.628313422122767,11.0872248228162,0.0029090274103536,75.0241158355083,77.0241158355083,81.1184949598493,-16.1627658921102,36,"baranyi_model"
"67",NA,NA,NA,NA,NA,NA,NA,NA,37,"gompertz_model"
"68",NA,NA,NA,NA,NA,NA,NA,NA,37,"baranyi_model"
"69",NA,NA,NA,NA,NA,NA,NA,NA,38,"gompertz_model"
"70",NA,NA,NA,NA,NA,NA,NA,NA,38,"baranyi_model"
"71",-11.4623924647675,-0.260931630197275,308.719556601438,0.0397652550070767,52.6013080651761,54.8235302873983,58.2787791448218,-5.97452486853494,39,"gompertz_model"
"72",-2.51162091747686,-0.0732090800941362,147.933321480594,0.385661187347154,17.1289967219361,19.3512189441583,22.8064678015819,-0.491809481036734,39,"baranyi_model"
"73",-0.794115868795995,-3.23401927176921,3.5696335876785,0.028610639356803,11.5292164451571,13.8821576216277,16.9844287119487,-34.7120798442757,40,"gompertz_model"
"74",-3.40476915976788,-2.81888466317458,5.68209560953625,0.0283046728989544,57.4529092453441,59.8058504218147,62.9081215121357,-286.991102155662,40,"baranyi_model"
