"","id","bet.AICc","bet.AIC","bet.BIC","bet.rsq"
"521",646,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"522",647,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"523",648,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"524",649,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"525",650,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"526",651,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"527",652,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"528",653,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"529",654,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"530",655,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"531",656,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"532",657,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"533",658,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"534",659,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"535",660,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"536",661,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"537",662,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"538",663,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"539",664,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"540",665,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"541",666,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"542",667,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"543",668,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"544",669,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"545",670,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"546",671,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"547",672,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"548",673,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"549",674,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"550",675,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"551",676,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"552",677,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"553",678,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"554",679,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"555",680,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"556",681,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"557",682,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"558",683,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"559",684,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"560",685,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"561",686,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"562",687,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"563",688,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"564",689,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"565",690,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"566",691,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"567",692,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"568",693,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"569",694,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"570",695,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"571",696,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"572",697,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"573",698,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"574",699,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"575",700,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"576",701,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"577",702,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"578",703,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"579",704,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"580",705,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"581",706,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"582",707,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"583",708,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"584",709,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"585",710,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"586",711,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"587",712,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"588",713,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"589",714,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"590",715,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"591",716,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"592",717,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"593",718,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"594",719,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"595",720,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"596",721,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"597",722,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"598",723,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"599",724,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"600",725,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"601",726,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"602",727,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"603",728,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"604",729,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"605",730,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"606",731,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"607",732,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"608",733,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"609",734,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"610",735,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"611",736,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"612",737,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"613",738,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"614",739,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"615",740,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"616",741,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"617",742,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"618",743,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"619",744,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"620",745,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"621",746,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"622",747,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"623",748,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"624",749,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"625",750,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"626",751,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"627",752,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"628",753,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"629",754,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"630",755,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"631",756,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"632",757,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"633",758,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"634",759,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"635",761,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"636",763,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"637",764,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"638",765,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"639",766,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"640",767,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"641",768,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"642",769,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"643",770,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"644",771,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"645",772,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"646",773,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"647",774,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"648",775,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"649",776,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"650",777,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"651",778,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"652",779,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"653",780,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"654",781,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"655",782,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"656",783,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"657",784,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"658",785,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"659",786,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"660",787,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"661",788,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"662",789,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"663",790,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"664",791,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"665",792,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"666",793,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"667",794,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"668",795,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"669",796,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"670",797,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"671",798,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"672",799,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"673",800,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"674",801,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"675",802,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"676",803,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"677",804,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"678",805,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"679",806,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"680",807,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"681",808,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"682",809,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"683",810,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"684",811,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"685",812,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"686",813,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"687",814,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"688",815,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"689",816,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"690",817,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"691",818,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"692",819,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"693",820,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"694",821,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"695",822,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"696",823,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"697",824,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"698",825,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"699",826,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"700",827,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"701",828,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"702",829,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"703",830,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"704",831,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"705",832,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"706",833,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"707",834,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"708",835,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"709",836,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"710",837,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"711",838,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"712",840,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"713",841,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"714",842,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"715",843,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"716",844,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"717",845,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"718",846,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"719",847,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"720",848,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"721",849,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"722",850,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"723",852,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"724",853,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"725",854,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"726",855,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"727",856,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"728",857,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"729",858,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"730",859,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"731",860,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"732",861,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"733",862,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"734",863,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"735",864,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"736",866,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"737",867,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"738",868,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"739",869,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"740",870,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"741",871,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"742",872,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"743",873,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
"744",874,"baranyi_model","baranyi_model","baranyi_model","gompertz_model"
"745",875,"gompertz_model","gompertz_model","gompertz_model","baranyi_model"
