"","Time","PopBio","Temp","Time_units","PopBio_unts","Species","Medium","Rep","Citation"
"21",438.964605370219,482.932799180699,7,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"22",368.114320585842,505.164969298831,7,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"23",342.3311635476,592.983744978767,7,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"24",295.331570382425,427.292701056415,7,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"25",272.752237591538,384.53047086846,7,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"26",199.938974776241,315.051010356984,7,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"27",142.636289666395,244.636599189811,7,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"28",120.565500406835,61.5197975005269,7,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"29",94.3551668022782,46.2204990484002,7,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"30",72.7929210740439,19.7710745588977,7,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"31",27.7359641985354,2.92527893713531,7,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"32",1.72904800650952,2.71811538026665,7,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"33",99.5423108218064,281.299425104086,20,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"34",78.7123677786818,258.568504266318,20,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"35",70.0061025223759,242.67460505204,20,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"36",45.5756712774613,192.259446785758,20,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"37",52.4308380797396,180.342070476585,20,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"38",25.772986167616,13.9471307595808,20,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"39",3.46826688364524,2.74697898904412,20,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"40",213.598454027665,262.862954677587,30,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"41",187.622050447518,252.157633351039,30,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"42",158.228234336859,252.420263758266,30,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"43",90.6326281529699,213.469917408182,30,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"44",78.4682668836452,200.372712867537,30,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"45",69.6297803091945,163.796538814674,30,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"46",51.8917819365337,102.695814495922,30,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"47",49.6847030105777,62.3331810989858,30,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"48",17.3006509357201,2.74563363418563,30,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"49",1.73921887713601,2.7471472047463,30,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"50",601.729048006509,2.71811538026665,37,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"51",577.522375915378,2.72044658272537,37,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"52",553.315703824247,2.72277978454915,37,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"53",530.838079739626,2.72494812084642,37,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"54",510.089503661513,2.72695119467083,37,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"55",485.882831570382,2.72928997520089,37,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"56",437.459316517494,2.70508095008907,37,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"57",389.056143205858,2.73866517317607,37,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"58",340.622457282343,2.6856875223971,37,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"59",295.6672091131,2.68996682003754,37,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"60",271.460537021969,2.69227388077171,37,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"61",198.840520748576,2.69920694172255,37,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"62",143.510984540277,2.70450125493496,37,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"63",112.388120423108,2.7074838682871,37,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"64",91.6395443449959,2.70947410436722,37,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"65",74.3490642799023,2.7111337519552,37,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"66",1.7290480065094,2.71811538026665,37,"Hours","CFU","Arthrobacter sp. 77","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"67",530.398236807867,134.438790476904,0,"Hours","CFU","Arthrobacter sp. 88","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"68",437.847887740151,132.933446020403,0,"Hours","CFU","Arthrobacter sp. 88","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"69",410.725264622469,130.307416068017,0,"Hours","CFU","Arthrobacter sp. 88","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"70",388.414481487714,115.869715629488,0,"Hours","CFU","Arthrobacter sp. 88","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"71",364.525198133381,96.2281142003892,0,"Hours","CFU","Arthrobacter sp. 88","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"72",292.827797364241,61.9640100371882,0,"Hours","CFU","Arthrobacter sp. 88","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"73",339.035251529865,81.4884981812562,0,"Hours","CFU","Arthrobacter sp. 88","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"74",268.970527274891,45.3307937415063,0,"Hours","CFU","Arthrobacter sp. 88","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"75",243.559382554412,28.0938003220961,0,"Hours","CFU","Arthrobacter sp. 88","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"76",170.51742465596,6.68781930467387,0,"Hours","CFU","Arthrobacter sp. 88","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"77",124.393697491063,3.64986656826642,0,"Hours","CFU","Arthrobacter sp. 88","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"78",97.3351009033488,2.77622976488813,0,"Hours","CFU","Arthrobacter sp. 88","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"79",74.9972296212995,2.74827930035945,0,"Hours","CFU","Arthrobacter sp. 88","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"80",337.222808220022,192.27475508146,7,"Hours","CFU","Arthrobacter sp. 88","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"81",290.968565436345,175.980445977267,7,"Hours","CFU","Arthrobacter sp. 88","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"82",246.280510078022,181.075322929622,7,"Hours","CFU","Arthrobacter sp. 88","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"83",268.610993683537,188.34936809242,7,"Hours","CFU","Arthrobacter sp. 88","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"84",172.945507677027,137.629303885105,7,"Hours","CFU","Arthrobacter sp. 88","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"85",150.639649659962,120.015723660659,7,"Hours","CFU","Arthrobacter sp. 88","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"86",123.573665395713,93.9997992832479,7,"Hours","CFU","Arthrobacter sp. 88","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"87",75.9527024531191,34.7245519997199,7,"Hours","CFU","Arthrobacter sp. 88","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"88",1.59327557264757,2.74500118680927,7,"Hours","CFU","Arthrobacter sp. 88","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"89",271.460174267081,730.97082131258,20,"Hours","CFU","Arthrobacter sp. 88","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"90",247.51178950047,767.211234173792,20,"Hours","CFU","Arthrobacter sp. 88","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"91",225.154217747662,821.135270726082,20,"Hours","CFU","Arthrobacter sp. 88","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"92",215.592101752932,781.92151967276,20,"Hours","CFU","Arthrobacter sp. 88","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"93",194.758853925114,1110.55737049773,20,"Hours","CFU","Arthrobacter sp. 88","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"94",194.795792307787,959.376772936297,20,"Hours","CFU","Arthrobacter sp. 88","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"95",170.872033129625,913.347924015326,20,"Hours","CFU","Arthrobacter sp. 88","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
"96",140.543158395889,949.225287688295,20,"Hours","CFU","Arthrobacter sp. 88","TGE agar",1,"Roth, N.G. and Wheaton, R.B., 1962. Continuity of psychrophilic and mesophilic growth characteristics in the genus Arthrobacter. Journal of bacteriology, 83(3), pp.551-555."
