Default Dataset,
X,Y
0.06153846153846132,0.009143686502175896
5.99709724238026,0.3407111756168355
12.016255442670545,0.7015965166908569
19.469375907111772,1.2181422351233688
24.368069666182887,1.5333091436865047
28.9323657474601,1.7312046444121945
32.26124818577651,1.843069666182877
33.13207547169813,1.4401306240928906
32.62699564586357,0.22133526850507934
