5_1,,5_2,,5_3,,5_4,,5_5,
X,Y,X,Y,X,Y,X,Y,X,Y
0.5606530288785265,1193.4087433046589,0.5627193117656617,1265.0145767867361,0.5020706177463694,1706.7767632941395,0.5668518775399605,1185.842478280625,40.52954323461904,20215.07869197741
3.445541966574723,411.9178608605871,3.447608249461865,156.60519770272367,3.3869595554425587,1009.4038862852176,3.4517408152361497,117.01914844960993,38.007500058438836,15829.970640412703
6.518575834990237,145.71279931091703,6.520642117877358,631.6377887387353,6.459993423858094,1020.2244280754094,6.462059706745293,4154.796172255657,32.91804361719494,16679.325392602463
10.281474449376574,1267.4657905026834,10.346255709170151,631.6377887387353,10.348321992057294,1544.9102912081507,10.350388274944464,1581.7029708106202,29.674971871598927,15067.797627646443
12.476498641101934,2977.449682111219,12.541279900895518,3679.763581219777,12.48063120687624,5679.682219363669,12.482697489763382,4115.210123002653,22.912159799175157,14141.714048668124
17.493696793617048,8378.943863329623,17.495763076504204,8786.363934856836,17.435114382484926,7544.569472796335,17.499895642278545,6965.405669218679,15.915380405645436,6130.55732475414
24.517774207138217,14618.861671985189,24.51984049002536,14922.201569071902,24.45919179600608,11853.79503389581,24.523973055799672,17574.46686902282,8.793166060496219,3701.4783503062063
31.35370668994007,16899.507374735298,31.29305799592079,14922.201569071909,34.619018054849164,15820.29649584461,31.23447558478867,19672.52747943183,11.0029562720064,2387.302589455394
34.55217051216846,14891.960933123879,34.61695177196205,15793.094652637916,31.29512427880792,20525.465555511848,34.558369360829886,18247.42970632381,1.9436170534418977,-668.2839359007776
39.569368664683566,19699.664375547276,39.57143494757075,18445.359952588948,39.63621620736427,20633.450146030333,42.209596543415444,20978.867104780842,-0.9542861728038474,489.9877450115746
42.3288276485669,19353.175247815954,42.33089393145403,22285.20673013,42.33296021434117,21625.627579976222,39.57556751334502,26877.18844347792,,
