25_1,,25_2,,25_3,,25_4,,25_5,
X,Y,X,Y,X,Y,X,Y,X,Y
3.528656686560197,7463.54238188779,3.5153081173485816,6397.746643784922,3.5175826740525054,7012.382156440144,3.473261942938194,5684.240797385326,10.395759010435654,6410.047824036214
7.456517631891884,8615.720037335806,7.458518098667454,6033.489768574058,7.437068649351517,7572.198771262614,7.4390691161270865,6964.270893198307,12.584915268107977,9254.526077424918
10.408862067815818,4620.008966667563,10.417115845549134,5619.04160616202,21.444982617156086,8535.418336835166,10.41637096274846,4408.345863274939,21.432041690230847,9659.934580891102
12.592468004439134,5099.084865274752,17.57936914839877,5612.757857068849,24.555507396170185,7822.055975815354,24.53405794685429,10671.745393074016,24.53605841362983,10019.32962761735
28.326942953355754,8233.585489196324,21.43281678005569,10422.978812015208,31.30908323053154,13245.427062871822,31.303305754841176,14036.987589078053,28.334944820458077,15310.423371087076
31.31808634135838,11019.827353655273,24.55116193778548,8192.522484775807,34.572245645196006,14074.231469203689,42.262194512052815,10941.918362511584,31.31308416408268,11819.771248659134
42.28471327994551,14565.022664659089,28.328943420131395,9282.46732748281,39.63688895830077,9156.045911577574,0.6741573033707766,610.4072037612787,34.583509961848165,12875.102991838285
0.6741573033707837,1267.6056338028284,31.310991083104597,8949.428625544548,42.28364396136874,11790.376283417645,12.584269662921372,6951.151486174233,17.52808988764042,11549.295774647879
17.528089887640455,10563.380281690144,34.58504603455087,13861.749479133796,0.6741573033707766,1267.6056338028284,17.528089887640448,10905.251414455357,42.24719101123594,11408.450704225354
21.57303370786517,10985.915492957763,39.62007801820424,13178.43586173591,10.337078651685374,5915.492957746508,21.57303370786522,11883.815443461659,3.37078651685394,6197.183098591544
24.719101123595507,11549.295774647908,12.584269662921344,4822.695035460987,12.584269662921344,6338.028169014098,28.314606741573073,12852.816957526535,0.4494382022471939,1267.6056338027993
34.6067415730337,12816.901408450736,0.4494382022471939,1134.7517730496766,17.528089887640448,8873.23943661974,31.23595505617982,13126.1455096024,7.4157303370786,10281.69014084508
39.77528089887642,11690.140845070433,42.47191011235955,11489.361702127644,28.314606741573044,10845.070422535224,34.60674157303376,13114.192365925614,,
,,,,,,39.55056179775289,11820.065343852126,,
,,,,,,39.55056179775289,11394.533428958515,,
