32_1,,32_2,,32_3,,32_4,,32_5,
X,Y,X,Y,X,Y,X,Y,X,Y
0.5065888367695308,1298.7099751167407,0.4471774573555791,1326.8939284100488,0.47827502034175495,1288.3916463250061,0.5021030927835,1401.4078982243082,0.5274725274724688,1383.5164835162577
4.325673958029604,87.80208861173014,4.334652718876626,665.3888139787596,4.376729048006524,113.34418226208072,4.411098674521355,175.7673540430842,4.307692307692292,999.8778998776397
7.385317438973644,1179.8816132530046,7.397512015832618,113.85137339340872,7.3791700569568945,337.10333604563493,7.403923416789354,218.403009992413,7.384615384615358,670.8180708177679
10.341690988509527,1631.823444652371,10.342569032136453,229.86018983687973,10.369243287225402,1960.4827773258148,10.457826215022067,299.59489700294216,10.285714285714306,285.9584859582246
13.093562897559522,1763.4926071977825,13.169823767788131,4203.704911932262,13.117819365337681,4246.623270952085,13.145260677466865,2765.493924548122,13.098901098901052,1456.5323565320869
17.57996200980046,2857.4744726807694,17.52850815191782,3468.7621577995014,17.49113100081371,2666.856522918446,17.603958762886606,3810.4216120510246,17.58241758241755,3073.870573870314
21.452448556117645,2798.6377880758664,21.41598341343888,2102.4256093700824,21.42864117168432,3738.6221860591904,21.451876288659776,2738.5810520219093,21.450549450549403,2968.131868131575
24.514537903858177,5042.720573872823,24.59664499104703,5631.679993427271,24.46525630593979,6761.676159479364,24.566857142857117,5012.7187804832065,24.527472527472526,6694.6275946272945
28.38063802020671,1975.8753740279935,28.307416831589848,1853.7948343398457,28.325305126118792,3266.1513425550365,28.353696612665658,3863.850746350334,28.39560439560435,2755.555555555271
31.23849749043876,4027.685853321629,31.311374988219754,2860.211433949793,31.252888527257966,5294.629780309304,31.346521354933685,3791.0726731716422,31.20879120879121,3426.1294261291623
35.41372799356829,2561.2528273258067,35.37555367071907,5129.604407859326,35.39023596419855,3751.478166531131,35.43875110456548,4181.479300838138,35.42857142857147,5209.768009767693
,,,,,,42.27949337260674,4998.894062806648,42.285714285714306,3385.9584859581955
