25,,20,,15,,9,,5,,0,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
27.71387696709587,0.01662882444008279,25.863614687648976,0.019216816790971918,58.97377205531711,0.10454971232217244,63.75965665236055,0.09382032480251234,82.94897472579873,0.06540766958361464,218.08869814020028,0.08808570212954332
93.73581306628517,0.016695176049491285,89.95517405817833,0.019643500584688552,82.7105388650453,0.20824250762207017,68.99761564139249,0.17206614861421227,98.68383404864085,0.08985979239626843,263.1225560324272,0.15903321539595117
163.64711492608484,0.016918101002876666,161.81974248927042,0.020271655018123624,100.54744873628994,0.36862164236751277,79.0844062947067,0.31281796506384735,126.24701955174055,0.16353829151580895,317.8655221745351,0.2872926998764482
,,,,130.0123986647592,0.6297668273192576,103.78063900810679,0.6119343275486959,136.09346685741536,0.20331992442261893,355.9542203147352,0.409792476019172
,,,,158.2546494992847,0.7225346632794536,140.0476871721507,1.0553857412985155,159.69289461134952,0.3259269935793239,440.8698140200286,0.8342028282422743
,,,,184.48068669527896,0.7368926559531008,189.5698617072008,1.0681635067676025,199.91797806390082,0.6324278230554098,520.6275631855033,1.0509758860701623
,,,,,,,,240.9365760610396,0.9270751201129444,587.6547448736289,1.1141000081224033
,,,,,,,,288.5741535526942,1.0270339586557333,,
