Reptiles,,Mammals,
X,Y,X,Y
1.3932378106650267,0.2309722114088011,2.2221031799083315,3.791486461797433
1.386872803563329,-0.37370346325249315,2.248388301828305,3.2199323981653443
1.3950058681932758,-0.751802565668628,2.2482704313264223,2.057994458225311
1.356639019830265,-0.9444324333713983,2.233772359594777,1.8314178859801515
1.3306485741649992,-1.1120442870494411,2.2309434675495776,1.5626731416862416
1.497641607708152,-0.20732924984422496,2.3065279268822385,2.989495566983507
1.5139961398444584,0.1956110608438113,2.2922361285288897,2.7825149656764427
1.4876520826735424,-0.005593885870970539,2.289996588993107,2.5697587097770995
1.5316177798760116,-0.4318136206809591,2.287049826446025,2.2898162678042784
1.5296139813439948,-0.6221744812224763,2.3591629994982215,3.6170145449097806
1.5833393561023987,-1.0418170420273771,2.3466923003989697,3.3528903242896977
1.5713401390106805,-1.261150471931808,2.416730952618021,4.483009122246335
1.576550015193921,-1.68680442833276,2.400676990261517,3.8784748921873025
1.6387325984624512,0.5381722069421322,2.3313691351541426,1.897189626031027
1.6305111309560925,-0.24286720616203894,2.3281866316032938,1.59485178870038
1.7098615528239227,1.7718697084287136,2.452186399584515,4.168907808827738
1.7030014896143166,0.8900156550637615,2.4399278673886533,3.0043472502208015
1.6892106408939709,0.7306252688920782,2.4379240688566375,2.8139863896792825
1.6957524537484945,-0.9493829944504988,2.4230429179938717,2.551017299977655
1.6694083965775786,-1.1505879411652806,2.433091378279422,2.3548807848438553
1.6637506124871804,-1.6880774297531005,2.494855521266267,3.6195133995497066
1.735533748134105,0.5283594876603477,2.492262370224835,3.3731640506136245
1.7767884237932572,-0.15540729376463602,2.4664487303123943,3.222348743453951
1.7970621501171822,1.770596707008373,2.5285075495539457,4.514975602357085
1.8360772862405517,0.8740736696840443,2.502870715394331,4.380956841715781
1.8324940229833002,-0.3869285335638022,2.545539837076082,3.8315624324377513
1.94487175947883,2.0036266892316448,2.5878081990514312,4.1646880448603145
1.9317881337697846,0.7606822468723173,2.585262196210752,3.0022255811869005
1.928959241724586,0.4919375025784092,2.594367692481237,2.7165074846217987
1.9229478461285385,-0.0791450790461461,2.5798401531241204,2.4871314879569084
1.9969115860603024,2.344449245427187,2.6393647565751825,3.5390078467634165
1.9735142914364703,0.1217062561629838,2.613727922415567,3.4049890861221126
1.9687994713611383,-0.3262016509935286,2.6358286415186845,3.2030769163960304
1.9543308672549653,-0.5499787988189624,2.7046944822439967,3.9916305739952627
2.039993254498646,0.9136545842164541,2.7574002771611097,4.625868170528886
2.0005655716186856,0.3900973889512436,2.694881762962212,4.210162484486887
2.0140028088333812,-0.6348455601749325,2.7401440356853968,2.9865252303360457
2.097042577410159,2.650971485574688,2.7276497624857683,2.72016147018018
2.090913311312228,2.06869120627122,2.677554799185369,2.5641009256866987
2.094378704067596,1.4773113242223612,2.787056495434946,3.7608401313077753
2.0198373986766036,-0.08055952506874675,2.7839918623859807,3.4696999916560394
2.1417154976239265,2.2919379368381794,2.781988063853965,3.2793391311145204
2.122974087824484,0.5115040058910356,2.8383301637541782,4.028877652590383
2.118966490760452,0.13078228480799758,2.826920299171876,2.0243483234627213
2.1131908361681706,-0.4179049014587317,2.8601362066025873,4.566131400174433
2.192517683935625,2.5151846674051352,2.8767264797426604,3.073566702451762
2.177017712937973,1.042687422628095,2.8738091848210496,2.7964236848986683
2.1743656266455984,0.7907392248525564,2.9423390946159946,3.783211952565221
2.1813494538821834,0.3034625700670208,2.9176570115216336,3.509746494670889
2.2554310643158315,2.738254592219265,2.996070362899493,4.054573422000939
2.2482704313264223,2.057994458225311,2.975177816440679,3.2205217506747577
2.233772359594777,1.8314178859801515,2.9630960899976424,2.0727577385861906
2.242170632853962,1.47851360334157,3.0336415853747924,3.0208785881099285
2.287049826446025,2.2898162678042784,3.019143513643148,2.794302015864769
2.2452647335283986,0.6217129251519129,3.0172575856130157,2.615138853002165
2.2488362097354626,-0.41988512589037263,3.0252433121156086,2.223042628487388
2.320053566973347,0.8222106488553944,3.078373440839501,3.8181841304739947
2.314926200141424,0.33511079982268477,3.0751320020377113,3.510247444303891
2.3135117541188244,0.2007384276757307,3.1443219866432024,4.559742818972357
2.3889488753241297,2.7643039731354726,3.1307668789266243,4.192599779706276
2.397671292463494,2.4421933591139044,3.1219265912853773,3.3527724537878107
2.3313691351541426,1.897189626031027,3.1767363746611084,3.9567409054378047
2.3429204443387057,1.460243675549659,3.168131828023628,3.1393089748771654
2.3701485302737453,0.9782711933488741,3.1655386769821963,2.8929596259410832
2.4328556372756553,2.3324853894860293,3.110375282100815,2.255398081254352
2.4650342842897954,0.7864958867847562,3.235200143595221,3.7570977428729773
2.4715407359937522,0.48401660485184905,3.2797551933071043,4.537606738718674
2.446823291748826,0.20719183765383953,3.288153466566288,4.1847024560800925
2.462063947642336,-0.4162782885327445,3.256505236810626,3.4796011138142333
2.545021206867795,2.861700368841639,3.314232315107968,3.2099723407562006
2.5316311178538546,2.5102341063260347,3.2993806318706715,2.9498026754743005
2.4671559533236946,0.9880544450051865,3.3825677385748056,3.9481363588003227
2.6199868460655695,0.7775141545412474,3.3679223287158058,3.707562664456521
2.594721303986886,0.44862009313629514,3.4385267593438966,4.8914304112719424
2.5654599518943604,-0.4133079518852867,3.423675076106604,4.401112697537819
2.6916992594113633,2.987232453347346,3.421671277574588,4.2107518369963
2.6790871157098524,2.709670995512564,3.4133024719408747,3.4157153017934885
2.6449046701636973,2.5309793146574933,3.4589183561697086,3.14626333448828
2.702543345584628,0.3350518645717422,3.4563841403792184,2.9055128343916525
2.766664898609138,0.9030462390469545,3.5248079667224657,3.8822231741471853
2.754406366413275,0.6590778742489132,3.5118422115153054,3.571068623275666
2.7044292736147604,0.5142150274343482,3.525868801239416,4.903594647066296
2.8281933005922157,3.065875652203877,3.5704238509513013,4.533363400650874
2.8260716315583165,2.8643170939834466,3.5674770884042184,4.253420958678053
2.775858797756034,2.697058851811054,3.5654732898722026,4.063060098136534
2.826920299171876,2.0243483234627213,3.55851893026109,3.4023959350806745
2.9026874577824566,0.9368986471878351,3.524277549463993,2.450945243878733
2.90068365925044,0.7465377866463161,3.6031918504748566,3.0433623863441657
2.8990334722240743,0.589770019141536,3.6010701814409574,2.8418038281237337
2.9735276294143134,3.0637539831699776,3.6811926550961234,4.699737614059142
2.979821914214881,2.741118845415027,3.6690814610276155,3.779322226003071
2.9630960899976424,2.0727577385861906,3.6567050583298704,3.5241561635261167
2.9424098169171256,0.10756179593698434,3.6673134034993664,4.531948954628273
3.0252433121156086,2.223042628487388,3.7138722517432674,4.352078568754369
3.0466073405819554,0.8004046060069818,3.711396971203718,4.116926917497198
3.012071283530151,0.5881198321151704,3.7153161653913385,3.3385101230599297
3.1193334402439454,3.106423104851727,3.722830409886398,2.9016231078295025
3.116858159704396,2.8712714535945576,3.6973703814796073,2.784400893706568
3.066173843894581,2.6592224207065147,3.7663246250813307,4.7320930668261045
3.100120548436969,0.36060618938003763,3.80531029357923,3.8327706050820485
3.0749257286594167,0.038430746582431397,3.8025108691595024,3.5668252852078677
3.0835008076714256,-0.2976769895377789,3.7980317900879372,3.1413127734091812
3.110375282100815,2.255398081254352,3.859560192071016,4.383549992757207
3.1932382449247694,0.9214576114411202,3.8568491705277,4.126002946142211
3.183101381762806,-0.04154438894538259,3.860562091337024,3.327990180766845
3.2638426755528602,3.0259175520654384,3.9708535199492188,4.82990200928886
3.2378522298875954,2.8583056983873956,3.958099931645447,4.538903314239386
3.2471522124861867,0.5197313669224819,3.9510866367833914,3.8726403023440703
3.187462590332488,0.37277042517439263,3.9486702914947847,3.6430874999263576
3.233785697572622,0.17050464394266207,4.004069427379929,4.303044439970915
3.180743971725141,-0.2654983425236406,3.995818492248099,3.519205602447016
3.3119338403212444,2.071025042208504,4.000132552617029,3.008449143686331
3.346234156369282,1.647186291536558,4.04992105261253,4.055987868023532
3.344230357837266,1.456825430995039,4.107677598535344,4.939898761646349
3.3396334082638175,1.0201152215174378,4.105084447493911,4.693549412710267
3.42031576680293,2.931238071427682,4.0792708075814685,4.542734105550592
3.3349185881884855,0.5722073143609236,4.095536936841365,3.7865359007183255
3.3791200263947205,0.16838297490876108,4.150110979213328,4.368108957010493
3.3989222707111137,2.04959618496612,4.153264015138707,3.516907127660291
3.5084711151614423,2.330222275849863,4.1148087638992825,3.315878986698335
3.5035028735070624,1.6280912702314634,4.087050260705769,2.980301667836601
3.4652244280204654,1.4438596757878752,4.196316215951579,4.15464547809985
3.4862643126066315,1.141168226951578,4.193369453404496,3.8747030361270287
3.5528611461706907,2.864906446492858,4.25147961083296,4.792207022786581
3.554246124567821,1.8457391519589628,4.249357941799061,4.590648464566151
3.5119011467662498,0.12444674533176325,4.308057451736938,4.4134006973591475
3.611796397112337,2.326473993889975,4.238042373618264,3.5156694873905163
3.6483951879470995,1.5839782349016414,4.236274316090015,3.3477040222068233
3.6326594759456805,1.2398258370278956,4.351021249673399,5.042740774539519
3.6342860888716695,0.47376187118799606,4.353496530212948,4.12715218353557
3.6224047422818346,0.26562613896247633,4.338939523230361,3.894976762450952
3.6979597339890242,2.840389382101133,4.288608818926195,3.716520822599648
3.639024483047378,1.844501511689188,4.395635234636225,4.678108376963554
3.7573075316872613,1.573988709867029,4.449619924498772,5.203692944861157
3.7795261212922613,1.3832742378198617,4.440661766355642,4.35266792126378
3.7696839343850064,0.44826648163063965,4.471956384605657,5.024176170492902
3.7200015178411983,0.3313978790133536,4.4862776505844755,4.083215953958572
3.9256855436275435,1.4595364525383516,4.48427385205246,3.8928550934170527
3.925096191118125,0.48295577033489145,4.481061880876141,3.5877178316666782
3.978137916965607,1.8395509506100876,4.540851692956438,4.66478901025074
4.015267125058844,0.7638647504231546,4.593952354054863,5.106390845556497
4.060440994905616,1.6031616590831437,4.591182397260604,4.843244950102045
4.061660954600108,0.5683175877987718,4.586172900930564,4.367342798748249
4.135406634103389,1.8204559293049947,4.587410541200339,3.3341783821157147
4.21815172642546,1.6260580040739718,4.631523576530163,4.072696011665489
4.175453137118239,0.6383326659174458,4.640805878553471,3.8037744616187528
4.268806574609804,1.8353076125422874,4.624893360799226,3.4428255172266393
4.422132523459587,1.6717976523297828,4.685537734018179,4.601080003982819
4.464000125728535,1.9668510926440437,4.739463488629785,5.121065723040967
4.470807147212294,1.4627778913401404,4.7368703375883525,4.874716374104885
4.464565904137573,1.1000078476939272,4.742911200809872,4.297858137888046
4.510323232968667,1.7645853114123113,4.67121646803936,3.2405597359949088
4.609334454550633,1.9647294236101445,4.690488295097279,2.7699028219749184
4.616671893292868,1.5110458618613478,4.777476725487149,4.12936225544588
4.600759375538623,1.1500969174692344,4.742410251176868,3.866687841998962
4.712706884702279,2.5791883499277493,4.844751314437034,4.766746994379787
4.754197301365198,1.9178169638605915,4.805942451691961,4.532125760381092
4.717421704777611,1.4927759340694369,4.899914709318415,5.40430853906652
4.697383719457451,1.1234876516690786,4.88462101169906,5.102147507488697
4.810185789759761,2.6337623922997135,4.888687544014032,4.337727835150071
4.902242651730613,2.1732423414416875,4.934215025366455,4.059877594585677
4.850143889898198,1.826820936406687,4.990439254764783,4.798218418382625
4.9041050056603686,1.429573770959614,5.055592174680771,6.614932889809446
5.016871714812113,2.70634115383435,5.009622678946289,5.469903473364571
5.048755685571542,2.2830976491969164,5.043304174859439,5.217424858330556
4.991234880652498,1.4215821509319255,5.028187282992907,4.932060373271105
5.101561670415257,2.6967052403053895,5.024474362183585,4.579332896385351
5.195268719412474,2.3929529569521453,5.022116952145919,4.355378942807093
5.198946279071234,1.8217289307253282,5.019523801104486,4.109029593871011
5.284378818836243,1.6524904641212963,5.142580605070642,6.593504032567063
5.341781753253405,2.5028082647073706,5.182326538305687,4.8458145270431
5.3364775806686575,1.9989118691562933,5.169926561507567,4.588408925030361
5.334473782136642,1.808551008614776,5.167804892473668,4.386850366809929
5.439525866940124,2.582577126856892,5.171788915437321,3.844740354548289
5.492302384158369,2.9933852935456375,5.231513898741585,5.836244993217846
5.43148120518659,1.8183342602710884,5.23602244543862,5.113816687175142
5.572395390188064,3.697779412800198,5.338481379200673,5.641493456481175
5.586952397170651,2.7792145916236937,5.329375882930189,4.776471310785157
5.584948598638635,2.5888537310821746,5.3146715378202485,4.530298767601899
5.649924712801799,3.007883365277282,5.2649301860255,4.407831316145158
5.631743187886303,2.4313787405660943,5.25891879042945,3.8367487345206026
5.750368060981645,3.5742275527261285,5.376317810305209,5.783733684628837
5.73228672599275,2.7770929225897945,5.369009839188444,5.089476428536241
5.735445655443221,2.156599026575762,5.470643679437312,5.538769314089883
5.795966264635198,3.072947882316859,5.467549578762875,5.244829750018422
5.729222092943783,2.4859527829380603,5.473419529756664,4.8818829006193845
5.885518378441028,3.5252169980430548,5.461361377414003,4.656950621875497
5.878622954080856,2.870151683826652,5.459416514132928,4.4721886101734345
5.822575530435352,2.1486074065480736,5.5007890602939655,3.799619526427364
5.874414977163622,1.5498016828805667,5.614769835615106,5.421871243847125
5.9054974285102455,3.1217462700965406,5.612530296079323,5.209114987947782
6.04733100342641,4.167941270712275,5.610055015539776,4.973963336690613
5.998202578241455,3.48997371797995,5.61951412331591,4.721838333162248
6.033681599308324,2.8712478794941685,5.5815892893349615,4.571199831755401
5.961544852155751,1.5418100628528784,5.597678612842031,3.798205080404763
6.077387981406651,2.4203932097905696,5.758807588916489,5.2965749003451865
6.183259266198223,4.192835520710025,5.7563323083769395,5.061423249088017
6.186795381254721,3.608174257268516,5.754328509844924,4.8710623885464965
6.17170795701366,3.0954611481765646,5.7522068408110245,4.669503830326066
6.169468417477877,2.8827048922772214,5.809609775228188,5.519821630912142
6.211194575144561,4.54520938609013,5.9035525652291705,5.238464742916721
6.189447467547095,2.479234164330709,5.85369334293254,5.104799593781067
6.276023351180373,3.799501655925475,5.900134320674556,4.9137315102282475
6.269045417468882,2.216005759524938,5.887569325173797,4.640649131465034
6.333455753223006,4.65261888093128,5.9548262335484035,5.506502264199328
6.318621750560996,4.163980821848995,6.0493583760588026,5.281133864598472
6.309763782344466,3.5526218897309167,6.034388822319625,5.00976650163766
6.3179852498508255,3.1829210605739693,6.055605512658617,4.723871599319732
6.315392098809393,2.936571711637887,6.04740172572754,4.1746598893196225
6.372176213091669,2.5773613571485487,6.0990997278535515,5.403601316055214
6.416407118923373,3.3270766843772357,6.161406075149059,5.799151146275168
6.3582969614949105,2.4095726977176817,6.1916280718319365,4.987872055912838
6.356175292461011,2.2080141394972514,6.165401885162905,4.797864806876969
6.4920505135069755,4.759497958513956,6.1875026042660215,4.595952637150887
6.442986917098055,3.5506770264498417,6.183436071951047,4.2096320672283944
6.43856677327743,3.13076336349061,6.245052876810537,5.460267559835605
6.412399521859341,2.9463549632941994,6.242430258143634,5.211118786479794
6.456954571571226,2.576123716878774,6.296945365264656,5.787092993932507
6.576616705083141,3.8175122686132426,6.333897767605069,4.694610247227205
6.562095059251122,3.3585481083800737,6.305078429894604,4.258253649255254
6.629163374822714,5.127077118637006,6.396015522097561,5.992835954969795
6.601581677382023,4.8082963462936394,6.399810952258204,5.432809626421893
6.576121648975232,4.691074132170705,6.339909163201116,5.26569282885176
6.718509215250248,4.409010021163983,6.454390888155262,5.784794519145782
6.714501618186216,4.028288300080945,6.4920505135069755,4.759497958513956
6.66417091388205,3.849832360229639,6.552358955795561,6.115987055337458
6.708018740582635,3.4124149277407376,6.535809937331146,5.464422495026989
6.657805906780353,3.2451566855683467,6.606267029831883,6.404145071291545
6.711413411036875,2.814316427084531,6.587260411403203,5.749256562827968
6.727113761887728,5.22644195172462,6.581160612930742,5.169775707944229
6.7647144519885005,4.195546542253338,6.601581677382023,4.8082963462936394
6.866908177121313,4.698028491781816,6.576121648975232,4.691074132170705
6.815516638300196,4.418793272820293,6.698382827053675,5.9492238692729735
6.860071688012082,4.048562026404872,6.682322971172078,5.574277802782218
6.855474738438633,3.6118518169272704,6.680083431636295,5.361521546882875
6.847872091067162,2.8896003166373916,6.738547200570408,6.312618626579168
6.798189674523354,2.7727317140201055,6.737014884045926,6.167048556753299
6.91735675192736,4.887682129312035,6.733301963236602,5.814321079867545
6.922042104377224,4.182050369787699,6.677961762602396,5.159962988662443
6.980723933739818,5.384011238642206,6.847695285314335,6.555172545354607
6.963679859167494,4.685416348080304,6.837723440855007,5.60784732171858
7.000455455755083,3.5761370548566305,6.777680207195661,5.427293286933752
7.00476951612401,3.0653805960959453,6.894637212689356,6.181546628484943
7.014246304475427,4.886267683289434,6.83284360207704,6.064854831620483
7.031750074005095,4.2476453040857525,6.879048838815291,5.85139135270984
7.00611323984548,4.113626543444449,6.867026047623196,4.709226189460731
7.129523655317285,5.48095383291612,6.91735675192736,4.887682129312035
7.082729066069619,5.254848742678492,6.9585524923355715,6.499796983569835
7.17407870502917,5.110722586500694,6.9621946908437655,5.4649175511348975
7.148029324112964,3.7867716417220745,7.038079719956227,6.2298499601567165
7.157193755634389,3.506652393996429,7.0255618726562234,5.9612466604650685
7.118915310147789,3.3224207995528428,6.999571426990955,5.793634806787026
7.128374417923923,3.070295796024478,6.964033470673145,4.719009441117041
7.2206670208985395,4.933651625046517,7.067288030322907,5.322270669755735
7.272594870503224,5.493984416899316,7.014246304475427,4.886267683289434
7.277333264678934,3.796083411370855,7.118915310147789,5.6239012840750835
7.243386560136545,3.6397871258736085,7.186720316356152,6.311675662564097
7.264426444722713,3.3370956770373112,7.148441870869553,6.1274440681205125
7.262658387194464,3.169130211853618,7.170542589972672,5.92553189839443
7.357131594453921,5.239643447935546,7.17407870502917,5.110722586500694
7.305975796636575,4.982803624331851,7.213447452658188,5.398532884474225
7.346994731291958,4.276641447549039,7.2206670208985395,4.933651625046517
7.359724745495353,5.485992796871628,7.2976659262538,6.494846422490735
7.392846356524559,4.029584875601659,7.331612630796189,6.267562627234275
7.468106671977041,4.27487339002079,7.293068976680352,6.0581362130131335
7.556450613138568,5.763106346799249,7.267078531015087,5.890524359335091
7.539005778859841,4.1058470903201485,7.3121050627345054,5.565083903635317
7.685636683202655,4.22690009575429,7.3583102994727545,5.351620424724674
7.730663214922072,3.901459640054517,7.332673465313138,5.21760166408337
7.831913976039819,4.3143600081516915,7.305975796636575,4.982803624331851
7.825607904189062,3.7152831823298538,7.435751219210075,7.184954636917039
7.891114435610702,5.33544269834119,7.4672226432129145,6.492371141951185
7.977189369610975,4.306639490278336,7.465336715182782,6.313207979088579
7.938822521247965,3.7304295418218576,7.463686528156416,6.156440211583799
7.98809239103518,5.342426525577775,7.518496311532146,5.839816469424898
8.134558276675357,4.527210560452541,7.522739649599944,7.163525779674656
8.188095058630747,5.010243877170275,7.5783450588633885,6.692338448396192
8.172536152382154,3.5321477835537785,7.6291767128005565,6.918384603382877
8.258693595733746,4.582515399936181,7.600003763584442,6.4484349123741875
8.275224933622876,5.0022522571425885,7.609020856978515,6.154318542549898
8.259666027374283,3.524156163526092,7.605484741922015,5.818387612182514
8.435145737053034,5.235105433613034,7.719789661123339,6.3206927559581665
8.417966111403544,4.753781239172605,7.772672261793274,6.971726899010161
8.544500095175259,5.267107274874347,7.7602487108947775,6.712081757461642
8.564597015746358,4.874834244606747,7.758421718115586,6.538517443438494
8.710874308583524,4.96229415700415,7.7537658332911965,6.096208385121436
8.857505212926338,5.083347162438292,7.852305572865627,6.251561706603615
9.003900376265385,5.182004772514606,7.9196332035413635,7.124133457945258
9.008120140232808,4.662290155610789,7.907351097245125,6.877925553611435
9.150413410106317,5.291860080269835,7.904875816705576,6.642773902354265
9.095250015224938,4.654298535583104,7.902989888675443,6.46361073949166
9.297044314449131,5.412913085703977,7.8915564499927635,5.377434064637113
9.443439477788178,5.511570695780293,7.957947010178528,5.930836070979174
9.602152108574032,5.62964747104188,8.00957429000341,6.232466685298521
9.64356001588563,5.190585745051708,8.057753857648205,7.357304884770787
9.736347674968158,5.720083613611836,8.06426030935216,7.05482560283788
9.745806782744292,5.467958610083473,8.051270980044624,6.74143151243058
9.731043502383411,5.2161872180607585,8.025221599128418,6.568220809913082
9.88286070880909,5.8299389213670665,7.999054347710325,6.38381240971667
9.831115558482324,5.517110609368805,7.98809239103518,5.342426525577775
10.029491613151905,5.950991926801207,8.108556043959904,7.580551615337744
10.133594840415228,5.714284384919177,8.067124562547928,5.9460413657221185
10.127088388711268,6.016763666852082,8.169848704939213,7.266073116313119
10.221149049214134,5.746604476535575,8.198668042649679,6.9352695527776556
,,8.197076790874256,6.784100634112332
,,8.194778316087532,6.565745529373531
,,8.192008359293276,6.302599633919078
,,8.25277060301411,7.472051818354172
,,8.309790458300153,7.135236859222662
,,8.287483465818738,6.166812815749525
,,8.343825565718955,7.836943531034283
,,8.343236213209536,6.860362848830822
,,8.34934190520709,6.51981139478961
,,8.33728375286443,6.294879116045722
,,8.410392931657544,7.486549890085816
,,8.449437535406382,7.7435665194423375
,,8.443897621817868,7.217274728533433
,,8.490220729058002,7.015008947301702
,,8.496868625364218,6.72596690258349
,,8.48479868597137,6.49991485407171
,,8.543616066411133,7.484605026804741
,,8.594182511719065,7.685456362013873
,,8.588789936257903,7.17316169320361
,,8.609211000709184,6.811682331553021
,,8.614809849548642,6.576412809793967
,,8.663313561073615,7.348464597129537
,,8.742911510995402,7.085236192323767
,,8.777589012649468,6.697230074224342
,,8.751716437486085,6.540815918225212
,,8.882022277318061,7.412468279652164
,,8.878898709018156,7.1157292911609735
,,8.91172564379265,6.551919319502618
,,9.044400680712485,8.108941501180166
,,9.036974839093837,7.403486547408657
,,8.977143772337879,7.243088368445871
,,9.023201670948776,7.015627767436587
,,9.12660356872589,7.632886118173921
,,9.11894198610348,6.905035769044586
,,9.189947176437972,8.12697568796831
,,9.188691855592914,7.777572159235663
,,9.172926675966025,7.43062033694219
,,9.170333524924594,7.184270988006108
,,9.32745490393502,8.301919086863492
,,9.324743882391704,8.044372040248497
,,9.298930242479262,7.893556733088824
,,9.330048054976452,7.627676241990678
,,9.270287710521625,7.473996681635241
,,9.323117269465715,6.969251618470603
,,9.46783867167802,7.829494115315252
,,9.466070614149771,7.66152865013156
,,9.440551650492036,7.538707587169169
,,9.410317866758973,6.967978617050263
,,9.53309178152061,8.50498638750803
,,9.611257604844514,7.6454098589990185
,,9.620009489609348,8.476838911658298
,,9.706762178995454,7.512422465249193
,,9.75827158831845,7.802855381889627
,,9.759120255932007,6.962886611368902
,,9.822204548539947,8.35293344007858
,,9.904784622159383,7.912710689644856
,,9.846320853225269,6.961613609948563
,,9.971145714719675,8.463313271567188
,,10.06013794364156,8.862393323318546
,,10.05117978549843,8.01136829972117
,,10.089605569112383,8.593177097017104
,,10.055305253064343,8.40328771848312
,,10.157145366691509,8.87217657497486
,,10.197457078335596,8.098828212118573
,,10.288070026658374,8.651876606954986
,,10.347152615727374,8.511021357204449
,,10.343734371172758,8.186288124515976
,,10.388760902892177,7.860847668816204
,,10.386521363356394,7.64809141291686
,,10.442156240245307,8.330443748319244
,,10.492958426557006,8.5536904788862
,,10.509165620565959,7.791893425214477
,,10.483528786406342,7.657874664573172
,,10.603615253725039,8.939574927951725
,,10.588197792078706,8.39550826535882
,,10.589965849606955,8.563473730542512
,,10.707011257977062,8.942545264599183
,,10.734003602908338,8.438177387040572
,,10.78825350140012,7.838216532454609
,,10.890111295602566,8.53893309205041
,,10.944991801279429,9.149620162307752
,,10.89743105376952,7.853421827197553
,,11.02667605908455,8.62429490951429
,,11.09895425083938,9.967169963370273
,,11.032333843174946,9.161784398102107
,,11.173306963427365,8.74534791494843
,,11.186154848132642,9.965896961949932
,,11.241318243014021,9.68286631282777
,,11.319584256264527,8.832807827345835
,,11.32830667340389,9.661437455585386
,,11.465861549101692,8.920267739743236
,,11.579017230909653,9.543543379601713
,,11.61225671244074,9.018925349819554
,,11.666005661299522,9.522114522359331
,,11.75865187577979,9.117582959895868
,,11.905047039118838,9.216240569972184
,,11.970182278459543,9.880535144486046
,,12.051442202457885,9.3148981800485
,,12.057453598053932,9.885980761673055
,,12.197837365796932,9.413555790124814
,,12.31495349646817,10.413074071994764
,,12.344114658634098,9.501015702522217
,,12.402578427568208,10.45211278221851
,,12.490509821973145,9.599673312598533
,,12.63678711481031,9.687133224995936
,,12.801522928242399,10.607560400102194
,,12.75884201951046,9.774946748898989
,,12.889147859342437,10.64659911032594
