plate_count_total,,pseudonomads,,brochothrix_thermosphacta,,lactic_acid_bacteria,,enterobacteriaceae,
X,Y,X,Y,X,Y,X,Y,X,Y
15.629433938805576,4.687556748292057,19.087945564414696,3.6134465820317274,2.962834511197272,3.3292486626111533,0.7276399449198578,3.090031260533401,0.6606373560753838,2.7201769701118472
52.99366100558184,5.254127892746048,93.90441221880143,5.232417985944718,27.13423657381729,3.6657654067643186,73.10005119292039,3.316873424968133,24.74045120249265,2.551126760825877
90.30013063275156,5.501877970571954,167.17688931241526,7.446696628829265,43.289699328327416,4.117504717320454,121.43274194278304,3.9340810811911275,72.9756878966323,2.630388029457844
127.73359184831146,6.450621616311729,243.60820705569597,8.861516428998893,67.49208229443578,4.6250360487292355,145.5291496504626,3.856628986073016,97.14936335551035,2.97945392095518
165.16989297022258,7.415041545110089,280.94627925444803,9.283712701958969,99.16611118364388,5.03760947942239,168.35095621642967,4.809416324550501,121.29184454567404,3.1563274491493054
202.58457936915067,8.260148203042366,318.2685776372516,9.618837510884111,121.29057770384618,5.922034953957812,192.39254723910489,4.42937612820824,145.46244563659894,3.4884228295455415
239.94382216650513,8.799206180287971,338.72620036655474,9.620386674750707,147.42754868444723,6.269753917819106,216.4138558406521,3.937376967239569,169.54092435977157,3.9841725512697366
277.3198439920452,9.430884393118419,217.06093040689683,8.153096497438664,171.6647076829097,6.969248947822049,242.84130341016152,4.628208305648638,193.8540838131526,4.431020281102576
314.62039471128213,9.645962099155343,193.1531381450169,8.182083211861226,195.90398624561942,7.680443972470304,266.9450475641162,4.5912533939689055,234.0910564290395,4.723071384949126
336.93307525791045,9.804883244845316,73.07067594019405,5.32689184123943,220.0290637410112,7.761249105523596,291.0472974798107,4.5460502870932515,266.2517355538802,4.79718996539107
,,0.9912123610012031,3.448252884094785,244.19219432231353,8.052107272802989,312.96458123673847,5.4031089164393755,314.1342932328965,5.1012886148089684
,,120.41147807255005,6.648119611844564,268.34408880450917,8.28094217301377,336.535437423335,5.593412964026701,335.73293573975127,5.1966225385691835
,,147.21794177668568,6.619799258673101,292.4686925336643,8.35913211644062,,,,
,,266.56324184748655,9.405855649493974,316.6470672537129,8.73413792959958,,,,
,,,,338.556250305902,8.682262339947279,,,,
