RB_2,,RB_4,,RB_7,,RB_10,,RB_15,,RB_20,,SB_2,,SB_4,,SB_7,,SB_10,,SB_15,,SB_20,,CB_2,,CB_4,,CB_7,,CB_10,,CB_15,,CB_20,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
72.33009708737862,0.07317073170731625,144.17475728155338,1.7073170731707314,72.33009708737862,0.21951219512195053,24.271844660194176,0.04878048780487809,12.62135922330097,0.5609756097560972,12.62135922330097,0.536585365853659,49.09913578110533,0.10912120780273327,149.79166454598825,1.162094907996483,-0.7726904114794593,0.00013996477976618849,13.293006511331242,-0.0037671732543493874,18.456010342124884,0.11763318709133941,22.50268902031445,1.0254846174465655,50.133382908525306,0.028770706190051953,75.76576576576585,0.14828538215633813,-1.3985332581157763,0.004867770996789034,13.224438860112514,0.05267364138330777,20.873378121955028,0.36341179889565467,8.359488520778882,0.33950886370239886
96.11650485436891,0.3536585365853657,215.5339805825242,3.3902439024390256,96.11650485436891,1.3902439024390247,35.92233009708738,0.1829268292682915,25.24271844660194,0.963414634146341,15.533980582524265,0.9756097560975618,98.91514571605987,0.16898414411112483,225.72968305187695,2.9835189351140237,9.609133507737965,0.29205899218571574,37.098640390612076,0.6037927910503917,16.893155128479236,0.5111378033842549,27.83314162399867,2.1786485000865206,153.14097304135274,0.028770706190051953,153.18315469169374,0.5068294100552038,5.941073901225764,0.05267364138330777,37.577311657008096,0.4112176692821734,26.778809169701077,0.9609851787270998,12.774501256474721,0.5546352804417225
144.17475728155338,0.6829268292682933,287.37864077669894,5.670731707317077,119.9029126213592,2.560975609756099,48.54368932038835,0.21951219512195053,31.06796116504853,1.2439024390243905,20.38834951456309,1.6829268292682933,148.82883410186733,0.7570084182452987,302.2258641340677,4.853921728302076,16.837338870849038,0.46201949666967934,50.578266608305654,1.4107563357390234,31.433290241146665,0.9247362724240524,32.57752352256574,3.2582744632986937,178.4218421457513,0.2917029933158872,231.88005367796663,1.9529569892473049,24.641605552421566,0.028770706190051953,50.569259962049415,0.8414705027608136,32.81078516847023,1.2239174658529421,17.414482793989492,0.9609851787271069
167.4757281553398,0.939024390243901,359.22330097087377,6.609756097560981,146.6019417475728,3.646341463414636,60.19417475728156,0.6829268292682933,35.4368932038835,2.1219512195121952,25.728155339805824,2.9024390243902456,174.37872603209186,1.57290256415477,377.9824798026582,6.073506957521971,27.83314162399867,0.4098312957854411,63.09506238187825,1.8126333906764778,38.591725282219954,1.9177074956653328,40.14062643145803,4.165149109145386,231.4863582747835,1.1761115954664234,312.3204608783359,4.881066550421384,75.61109971451535,0.016819238593420494,65.15005042993664,1.7378305725079812,39.05366941894462,2.1083260680034783,23.446458792758648,1.6661217669282138
215.5339805825242,2.2317073170731714,431.0679611650485,7.243902439024396,170.87378640776697,4.731707317073173,72.33009708737862,2.3780487804878057,45.14563106796115,3.4634146341463437,29.126213592233,3.707317073170734,225.4645558281335,2.75020697821979,452.5111378033844,6.2124894390211765,74.77461429099785,0.5933272427447278,77.48170278606261,2.9755651184017218,49.22472236077326,2.8728632043621474,46.671128574191556,5.4899479839982135,284.22748175120114,2.6700450450450397,391.22826811631387,6.506466143562914,102.08711557857677,0.4112176692821734,79.84332529873336,3.6142109851787225,51.005137015573524,3.422987503632662,28.986315537549004,2.8373655913978446
263.5922330097087,3.4024390243902456,502.9126213592232,6.84146341463415,194.66019417475732,5.4512195121951255,83.98058252427185,3.3536585365853675,55.339805825242706,4.121951219512198,35.4368932038835,4.719512195121954,276.43875310891474,3.829274778855652,526.830484837997,6.1672782703407165,100.2268277703696,1.323264351903692,90.87760461731091,3.70885120301849,60.932182398707965,3.88913771516404,54.331909933936686,5.59837106444488,337.62945108296185,4.725697471665207,469.81268270167743,7.856981981981981,129.43488554968638,1.988811392037185,93.65078551036817,4.295444638186563,62.67539360992876,4.056415286253987,34.10435577892889,3.65006538796861
311.6504854368932,4.439024390243905,,,216.50485436893197,6.317073170731712,96.11650485436891,3.7926829268292703,65.04854368932038,5.756097560975614,40.776699029126206,6.268292682926834,327.21759348799014,4.736428505990503,,,126.29302008367355,2.5935028349229974,103.24090568240047,3.9756529144908512,71.88612295863493,4.68451938639441,,,416.24198676855247,6.10011624527753,546.7660734738539,7.821127579192094,159.80567379523754,3.0405405405405297,106.839581517001,4.893018018018015,75.44237311315118,5.622057541412378,42.03450604304501,4.642037198488804
383.4951456310679,5.58536585365854,,,242.71844660194168,6.463414634146346,108.25242718446603,4.634146341463418,80.09708737864077,7.231707317073175,48.05825242718447,6.292682926829272,401.7741596175314,5.342174441922257,,,154.577908637778,3.162968203395124,116.73448596450157,5.2371003369334055,88.17051612224614,5.30645203703893,,,494.03901054754976,6.78134989828537,,,185.7333282048654,3.8532403371112984,120.4783151272716,5.430834059866314,92.79309195343359,7.104039523394359,49.528779253637,6.1479221156640484
454.8543689320387,6.280487804878053,,,264.5631067961165,7.829268292682933,117.96116504854365,5.170731707317076,102.42718446601938,7.304878048780493,,,476.470266391148,5.628511843565196,,,180.11384650359506,3.9665827726259515,127.10235581931147,5.516739787660711,111.39007929640982,5.840474081915879,,,597.6371437851519,7.725515838419064,,,214.30436603586529,6.028407439697759,131.62833136742069,6.0642618424876495,116.8225720977145,7.187699796570762,56.75590201206907,6.10011624527753
