"","Species","X","Y"
"1","0","0","0"
"3","0","598.4374999999998","0.03191489361701727"
"4","0","526.5624999999998","0.03573803191489233"
"5","0","501.56249999999983","0.03706781914893753"
"6","0","478.12499999999983","0.00639960106382631"
"7","0","454.68749999999983","0.03956117021276029"
"8","0","428.12499999999994","0.009059175531909602"
"9","0","359.37499999999983","0.04463098404255206"
"10","0","332.81249999999983","0.014128989361697819"
"11","0","307.81249999999994","0.04737367021276029"
"12","0","262.49999999999994","0.01786901595744439"
"13","0","239.06249999999994","0.019115691489357545"
"14","0","214.06249999999994","0.02044547872339919"
"15","0","189.06249999999994","0.02177526595744439"
"16","0","167.18749999999994","0.022938829787229054"
"17","0","93.74999999999994","0.026845079787229054"
"18","0","70.31249999999994","0.02809175531914576"
"19","0","45.31249999999997","0.029421542553187408"
"20","0","20.3125","0.030751329787229054"
"21","0","1.5624999999999432","0.03174867021276384"
"31","7","526.5624999999998","12.41871675531915"
"41","7","501.56249999999983","12.451961436170215"
"51","7","479.68749999999983","12.16589095744681"
"61","7","454.68749999999983","12.135305851063833"
"71","7","429.68749999999983","11.913231382978726"
"81","7","360.93749999999994","11.438164893617023"
"91","7","334.37499999999983","11.184258643617024"
"101","7","310.93749999999983","10.930186170212767"
"111","7","264.06249999999994","10.613530585106385"
"121","7","214.0624999999999","9.180019946808512"
"131","7","190.62499999999994","8.862117686170214"
"141","7","167.1874999999999","9.214428191489363"
"151","7","95.31249999999994","4.494847074468085"
"161","7","67.18749999999994","2.9325132978723367"
"171","7","45.31249999999994","1.4975066489361666"
"181","7","18.74999999999997","0.7010472074468055"
"191","7","3.125","0.0316655585106389"
"201","7","",""
"211","7","",""
"32","20","239.06249999999983","13.263796542553195"
"42","20","212.4999999999999","12.91414561170213"
"52","20","187.49999999999983","12.660156250000002"
"62","20","162.49999999999994","12.629571143617024"
"72","20","92.18749999999989","11.612034574468087"
"82","20","49.999999999999915","10.178108377659576"
"92","20","20.312499999999886","3.6052194148936163"
"102","20","3.1249999999999716","0.06358045212765617"
"112","20","",""
"122","20","",""
"132","20","",""
"142","20","",""
"152","20","",""
"162","20","",""
"172","20","",""
"182","20","",""
"192","20","",""
"202","20","",""
"212","20","",""
"33","30","237.49999999999994","14.285156250000002"
"43","30","214.0624999999999","14.12682845744681"
"53","30","189.0624999999999","14.128158244680854"
"63","30","93.74999999999994","13.048121675531917"
"73","30","68.74999999999994","12.155834441489365"
"83","30","49.99999999999986","9.954704122340425"
"93","30","21.875","8.296625664893618"
"103","30","3.1249999999999716","0.06358045212765617"
"113","30","",""
"123","30","",""
"133","30","",""
"143","30","",""
"153","30","",""
"163","30","",""
"173","30","",""
"183","30","",""
"193","30","",""
"203","30","",""
"213","30","",""
"34","37","189.0624999999999","14.638796542553195"
"44","37","167.1874999999999","14.671875000000004"
"54","37","143.7499999999999","14.673121675531917"
"64","37","117.18749999999989","14.578789893617024"
"74","37","45.312499999999915","12.954953457446809"
"84","37","23.43750000000003","11.839095744680854"
"94","37","1.5624999999999432","0.06366356382978466"
"104","37","",""
"114","37","",""
"124","37","",""
"134","37","",""
"144","37","",""
"154","37","",""
"164","37","",""
"174","37","",""
"184","37","",""
"194","37","",""
"204","37","",""
"214","37","",""
